Date,TS,TSEpochSec,WindSpeedMPH,WindDirectionDegrees
2012-12-24,2012-12-24 08:00:00,1356357600,3.5,106.0
2012-12-24,2012-12-24 08:05:00,1356357900,4.0,106.0
2012-12-24,2012-12-24 08:10:00,1356358200,4.0,107.5
2012-12-24,2012-12-24 08:15:00,1356358500,4.0,109.0
2012-12-24,2012-12-24 08:20:00,1356358800,4.0,114.0
2012-12-24,2012-12-24 08:25:00,1356359100,3.0,90.0
2012-12-24,2012-12-24 08:30:00,1356359400,3.0,125.0
2012-12-24,2012-12-24 08:35:00,1356359700,4.0,126.5
2012-12-24,2012-12-24 08:40:00,1356360000,5.0,128.0
2012-12-24,2012-12-24 08:45:00,1356360300,5.0,126.0
2012-12-24,2012-12-24 08:50:00,1356360600,4.0,116.0
2012-12-24,2012-12-24 08:55:00,1356360900,3.0,114.0
2012-12-24,2012-12-24 09:00:00,1356361200,4.5,126.0
2012-12-24,2012-12-24 09:05:00,1356361500,6.0,138.0
2012-12-24,2012-12-24 09:10:00,1356361800,6.5,132.0
2012-12-24,2012-12-24 09:15:00,1356362100,7.0,126.0
2012-12-24,2012-12-24 09:20:00,1356362400,9.0,146.00000001490116
2012-12-24,2012-12-24 09:25:00,1356362700,7.0,123.0
2012-12-24,2012-12-24 09:30:00,1356363000,8.0,134.0
2012-12-24,2012-12-24 09:35:00,1356363300,7.0,139.5
2012-12-24,2012-12-24 09:40:00,1356363600,6.0,145.0
2012-12-24,2012-12-24 09:45:00,1356363900,7.0,137.00000000745058
2012-12-24,2012-12-24 09:50:00,1356364200,7.5,125.50000000745058
2012-12-24,2012-12-24 09:55:00,1356364500,8.0,114.0
2012-12-24,2012-12-24 10:00:00,1356364800,9.0,128.0
2012-12-24,2012-12-24 10:05:00,1356365100,10.0,142.0
2012-12-24,2012-12-24 10:10:00,1356365400,10.0,145.0
2012-12-24,2012-12-24 10:15:00,1356365700,10.0,148.0
2012-12-24,2012-12-24 10:20:00,1356366000,10.0,113.0
2012-12-24,2012-12-24 10:25:00,1356366300,10.0,127.0
2012-12-24,2012-12-24 10:30:00,1356366600,10.0,129.5
2012-12-24,2012-12-24 10:35:00,1356366900,10.0,132.0
2012-12-24,2012-12-24 10:40:00,1356367200,9.5,141.0
2012-12-24,2012-12-24 10:45:00,1356367500,9.0,150.0
2012-12-24,2012-12-24 10:50:00,1356367800,9.0,134.0
2012-12-24,2012-12-24 10:55:00,1356368100,9.0,130.0
2012-12-24,2012-12-24 11:00:00,1356368400,9.0,126.0
2012-12-24,2012-12-24 11:05:00,1356368700,9.0,190.99999998509884
2012-12-24,2012-12-24 11:10:00,1356369000,9.5,165.49999998509884
2012-12-24,2012-12-24 11:15:00,1356369300,10.0,140.0
2012-12-24,2012-12-24 11:20:00,1356369600,10.0,194.0
2012-12-24,2012-12-24 11:25:00,1356369900,9.0,163.0
2012-12-24,2012-12-24 11:30:00,1356370200,8.0,132.0
2012-12-24,2012-12-24 11:35:00,1356370500,9.0,133.0
2012-12-24,2012-12-24 11:40:00,1356370800,8.5,157.0
2012-12-24,2012-12-24 11:45:00,1356371100,8.0,181.0
2012-12-24,2012-12-24 11:50:00,1356371400,8.5,177.0
2012-12-24,2012-12-24 11:55:00,1356371700,9.0,173.0
2012-12-24,2012-12-24 12:00:00,1356372000,9.0,161.0
2012-12-24,2012-12-24 12:05:00,1356372300,7.0,180.0
2012-12-24,2012-12-24 12:10:00,1356372600,7.5,161.0
2012-12-24,2012-12-24 12:15:00,1356372900,8.0,142.0
2012-12-24,2012-12-24 12:20:00,1356373200,6.0,140.0
2012-12-24,2012-12-24 12:25:00,1356373500,8.0,113.0
2012-12-24,2012-12-24 12:30:00,1356373800,8.0,170.0
2012-12-24,2012-12-24 12:35:00,1356374100,7.0,138.0
2012-12-24,2012-12-24 12:40:00,1356374400,7.5,135.5
2012-12-24,2012-12-24 12:45:00,1356374700,8.0,133.0
2012-12-24,2012-12-24 12:50:00,1356375000,4.0,150.0
2012-12-24,2012-12-24 12:55:00,1356375300,5.0,148.0
2012-12-24,2012-12-24 13:00:00,1356375600,6.5,131.5
2012-12-24,2012-12-24 13:05:00,1356375900,8.0,115.0
2012-12-24,2012-12-24 13:10:00,1356376200,7.0,331.0
2012-12-24,2012-12-24 13:15:00,1356376500,7.5,1.5
2012-12-24,2012-12-24 13:20:00,1356376800,8.0,32.0
2012-12-24,2012-12-24 13:25:00,1356377100,8.0,32.0
2012-12-24,2012-12-24 13:30:00,1356377400,10.0,29.0
2012-12-24,2012-12-24 13:35:00,1356377700,11.5,28.5
2012-12-24,2012-12-24 13:40:00,1356378000,13.0,28.0
2012-12-24,2012-12-24 13:45:00,1356378300,14.0,38.0
2012-12-24,2012-12-24 13:50:00,1356378600,14.0,32.0
2012-12-24,2012-12-24 13:55:00,1356378900,14.0,26.0
2012-12-24,2012-12-24 14:00:00,1356379200,13.5,29.0
2012-12-24,2012-12-24 14:05:00,1356379500,13.0,32.0
2012-12-24,2012-12-24 14:10:00,1356379800,13.5,34.0
2012-12-24,2012-12-24 14:15:00,1356380100,14.0,36.0
2012-12-24,2012-12-24 14:20:00,1356380400,15.0,36.0
2012-12-24,2012-12-24 14:25:00,1356380700,15.0,34.0
2012-12-24,2012-12-24 14:30:00,1356381000,15.0,26.0
2012-12-24,2012-12-24 14:35:00,1356381300,15.0,28.5
2012-12-24,2012-12-24 14:40:00,1356381600,15.0,31.0
2012-12-24,2012-12-24 14:45:00,1356381900,14.0,34.0
2012-12-24,2012-12-24 14:50:00,1356382200,15.0,35.0
2012-12-24,2012-12-24 14:55:00,1356382500,16.0,36.0
2012-12-24,2012-12-24 15:00:00,1356382800,15.5,36.0
2012-12-24,2012-12-24 15:05:00,1356383100,15.0,35.99999999254942
2012-12-24,2012-12-24 15:10:00,1356383400,15.0,47.49999999254942
2012-12-24,2012-12-24 15:15:00,1356383700,15.0,59.0
2012-12-24,2012-12-24 15:20:00,1356384000,15.0,48.0
2012-12-24,2012-12-24 15:25:00,1356384300,15.0,51.0
2012-12-24,2012-12-24 15:30:00,1356384600,15.0,45.0
2012-12-24,2012-12-24 15:35:00,1356384900,15.5,55.0
2012-12-24,2012-12-24 15:40:00,1356385200,16.0,65.0
2012-12-24,2012-12-24 15:45:00,1356385500,17.0,54.0
2012-12-24,2012-12-24 15:50:00,1356385800,16.5,53.0
2012-12-24,2012-12-24 15:55:00,1356386100,16.0,52.0
2012-12-24,2012-12-24 16:00:00,1356386400,16.0,52.5
2012-12-24,2012-12-24 16:05:00,1356386700,16.0,53.0
2012-12-24,2012-12-24 16:10:00,1356387000,17.0,53.0
2012-12-24,2012-12-24 16:15:00,1356387300,17.5,56.5
2012-12-24,2012-12-24 16:20:00,1356387600,18.0,60.0
2012-12-24,2012-12-24 16:25:00,1356387900,18.0,65.5
2012-12-24,2012-12-24 16:30:00,1356388200,18.0,71.0
2012-12-24,2012-12-24 16:35:00,1356388500,17.5,65.0
2012-12-24,2012-12-24 16:40:00,1356388800,17.0,59.0
2012-12-24,2012-12-24 16:45:00,1356389100,17.0,65.0
2012-12-24,2012-12-24 16:50:00,1356389400,17.0,71.0
2012-12-24,2012-12-24 16:55:00,1356389700,16.0,64.0
2012-12-24,2012-12-24 17:00:00,1356390000,16.5,66.0
2012-12-24,2012-12-24 17:05:00,1356390300,17.0,68.0
2012-12-24,2012-12-24 17:10:00,1356390600,16.5,65.0
2012-12-24,2012-12-24 17:15:00,1356390900,16.0,62.0
2012-12-24,2012-12-24 17:20:00,1356391200,16.0,65.0
2012-12-05,2012-12-05 06:25:00,1354710300,3.0,91.0
2012-12-05,2012-12-05 06:30:00,1354710600,4.0,101.0
2012-12-05,2012-12-05 06:35:00,1354710900,3.0,84.0
2012-12-05,2012-12-05 06:40:00,1354711200,3.0,99.0
2012-12-05,2012-12-05 06:45:00,1354711500,2.0,99.0
2012-12-05,2012-12-05 06:50:00,1354711800,1.0,99.0
2012-12-05,2012-12-05 06:55:00,1354712100,1.0,99.0
2012-12-05,2012-12-05 07:00:00,1354712400,1.5,99.0
2012-12-05,2012-12-05 07:05:00,1354712700,2.0,99.0
2012-12-05,2012-12-05 07:10:00,1354713000,2.5,100.0
2012-12-05,2012-12-05 07:15:00,1354713300,3.0,101.0
2012-12-05,2012-12-05 07:20:00,1354713600,2.5,102.0
2012-12-05,2012-12-05 07:25:00,1354713900,2.0,103.0
2012-12-05,2012-12-05 07:30:00,1354714200,2.0,103.0
2012-12-05,2012-12-05 07:35:00,1354714500,2.0,103.0
2012-12-05,2012-12-05 07:40:00,1354714800,2.0,101.0
2012-12-05,2012-12-05 07:45:00,1354715100,2.0,99.0
2012-12-05,2012-12-05 07:50:00,1354715400,1.5,100.0
2012-12-05,2012-12-05 07:55:00,1354715700,1.0,101.0
2012-12-05,2012-12-05 08:00:00,1354716000,1.5,101.5
2012-12-05,2012-12-05 08:05:00,1354716300,2.0,102.0
2012-12-05,2012-12-05 08:10:00,1354716600,2.5,103.5
2012-12-05,2012-12-05 08:15:00,1354716900,3.0,105.0
2012-12-05,2012-12-05 08:20:00,1354717200,3.0,103.5
2012-12-05,2012-12-05 08:25:00,1354717500,3.0,102.0
2012-12-05,2012-12-05 08:30:00,1354717800,2.5,100.0
2012-12-05,2012-12-05 08:35:00,1354718100,2.0,98.0
2012-12-05,2012-12-05 08:40:00,1354718400,2.0,100.0
2012-12-05,2012-12-05 08:45:00,1354718700,2.0,102.0
2012-12-05,2012-12-05 08:50:00,1354719000,2.5,111.5
2012-12-05,2012-12-05 08:55:00,1354719300,3.0,121.0
2012-12-05,2012-12-05 09:00:00,1354719600,3.0,95.0
2012-12-05,2012-12-05 09:05:00,1354719900,3.0,101.0
2012-12-05,2012-12-05 09:10:00,1354720200,2.5,92.5
2012-12-05,2012-12-05 09:15:00,1354720500,2.0,84.0
2012-12-05,2012-12-05 09:20:00,1354720800,4.0,44.0
2012-12-05,2012-12-05 09:25:00,1354721100,6.0,42.0
2012-12-05,2012-12-05 09:30:00,1354721400,6.5,45.5
2012-12-05,2012-12-05 09:35:00,1354721700,7.0,49.0
2012-12-05,2012-12-05 09:40:00,1354722000,6.0,52.0
2012-12-05,2012-12-05 09:45:00,1354722300,5.0,53.0
2012-12-05,2012-12-05 09:50:00,1354722600,6.0,57.0
2012-12-05,2012-12-05 09:55:00,1354722900,7.0,56.5
2012-12-05,2012-12-05 10:00:00,1354723200,8.0,56.0
2012-12-05,2012-12-05 10:05:00,1354723500,8.0,62.0
2012-12-05,2012-12-05 10:10:00,1354723800,7.5,55.0
2012-12-05,2012-12-05 10:15:00,1354724100,7.0,48.0
2012-12-05,2012-12-05 10:20:00,1354724400,6.0,45.0
2012-12-05,2012-12-05 10:25:00,1354724700,6.0,41.5
2012-12-05,2012-12-05 10:30:00,1354725000,6.0,38.0
2012-12-05,2012-12-05 10:35:00,1354725300,6.0,43.0
2012-12-05,2012-12-05 10:40:00,1354725600,6.0,49.0
2012-12-05,2012-12-05 10:45:00,1354725900,6.5,43.5
2012-12-05,2012-12-05 10:50:00,1354726200,7.0,38.0
2012-12-05,2012-12-05 10:55:00,1354726500,7.0,42.0
2012-12-05,2012-12-05 11:00:00,1354726800,7.0,35.0
2012-12-05,2012-12-05 11:05:00,1354727100,7.0,28.0
2012-12-05,2012-12-05 11:10:00,1354727400,7.0,26.5
2012-12-05,2012-12-05 11:15:00,1354727700,7.0,25.0
2012-12-05,2012-12-05 11:20:00,1354728000,7.0,10.0
2012-12-05,2012-12-05 11:25:00,1354728300,8.0,10.0
2012-12-05,2012-12-05 11:30:00,1354728600,9.0,10.0
2012-12-05,2012-12-05 11:35:00,1354728900,9.0,17.0
2012-12-05,2012-12-05 11:40:00,1354729200,9.5,15.0
2012-12-05,2012-12-05 11:45:00,1354729500,10.0,13.0
2012-12-05,2012-12-05 11:50:00,1354729800,10.0,20.0
2012-12-05,2012-12-05 11:55:00,1354730100,11.0,19.0
2012-12-05,2012-12-05 12:00:00,1354730400,11.0,15.5
2012-12-05,2012-12-05 12:05:00,1354730700,11.0,12.0
2012-12-05,2012-12-05 12:10:00,1354731000,11.5,12.5
2012-12-05,2012-12-05 12:15:00,1354731300,12.0,13.0
2012-12-05,2012-12-05 12:20:00,1354731600,11.0,5.0
2012-12-05,2012-12-05 12:25:00,1354731900,10.5,10.0
2012-12-05,2012-12-05 12:30:00,1354732200,10.0,15.0
2012-12-05,2012-12-05 12:35:00,1354732500,10.0,10.0
2012-12-05,2012-12-05 12:40:00,1354732800,10.0,5.0
2012-12-05,2012-12-05 12:45:00,1354733100,10.0,9.0
2012-12-05,2012-12-05 12:50:00,1354733400,10.5,7.0
2012-12-05,2012-12-05 12:55:00,1354733700,11.0,5.0
2012-12-05,2012-12-05 13:00:00,1354734000,12.0,13.0
2012-12-05,2012-12-05 13:05:00,1354734300,14.0,351.0
2012-12-05,2012-12-05 13:10:00,1354734600,14.5,355.5
2012-12-05,2012-12-05 13:15:00,1354734900,15.0,0.0
2012-12-05,2012-12-05 13:20:00,1354735200,15.0,357.5
2012-12-05,2012-12-05 13:25:00,1354735500,15.0,355.0
2012-12-05,2012-12-05 13:30:00,1354735800,15.0,349.0
2012-12-05,2012-12-05 13:35:00,1354736100,14.0,355.0
2012-12-05,2012-12-05 13:40:00,1354736400,14.5,347.5
2012-12-05,2012-12-05 13:45:00,1354736700,15.0,340.0
2012-12-05,2012-12-05 13:50:00,1354737000,15.0,348.0
2012-12-05,2012-12-05 13:55:00,1354737300,14.0,348.0
2012-12-05,2012-12-05 14:00:00,1354737600,13.5,346.0
2012-12-05,2012-12-05 14:05:00,1354737900,13.0,344.0
2012-12-05,2012-12-05 14:10:00,1354738200,14.0,342.5
2012-12-05,2012-12-05 14:15:00,1354738500,15.0,341.0
2012-12-05,2012-12-05 14:20:00,1354738800,15.5,350.5
2012-12-05,2012-12-05 14:25:00,1354739100,16.0,0.0
2012-12-05,2012-12-05 14:30:00,1354739400,15.0,353.5
2012-12-05,2012-12-05 14:35:00,1354739700,14.0,347.0
2012-12-05,2012-12-05 14:40:00,1354740000,13.0,355.0
2012-12-05,2012-12-05 14:45:00,1354740300,13.0,355.0
2012-12-05,2012-12-05 14:50:00,1354740600,13.0,355.0
2012-12-05,2012-12-05 14:55:00,1354740900,13.0,355.0
2012-12-05,2012-12-05 15:00:00,1354741200,13.0,343.0
2012-12-05,2012-12-05 15:05:00,1354741500,12.0,355.0
2012-12-05,2012-12-05 15:10:00,1354741800,12.5,349.5
2012-12-05,2012-12-05 15:15:00,1354742100,13.0,344.0
2012-12-05,2012-12-05 15:20:00,1354742400,13.0,347.0
2012-12-05,2012-12-05 15:25:00,1354742700,13.0,350.0
2012-12-05,2012-12-05 15:30:00,1354743000,14.0,0.0
2012-12-05,2012-12-05 15:35:00,1354743300,13.5,0.0
2012-12-05,2012-12-05 15:40:00,1354743600,13.0,0.0
2012-12-05,2012-12-05 15:45:00,1354743900,13.0,0.0
2012-12-05,2012-12-05 15:50:00,1354744200,13.0,0.0
2012-12-05,2012-12-05 15:55:00,1354744500,12.5,0.0
2012-12-05,2012-12-05 16:00:00,1354744800,12.0,0.0
2012-12-05,2012-12-05 16:05:00,1354745100,12.0,357.5
2012-12-05,2012-12-05 16:10:00,1354745400,12.0,355.0
2012-12-05,2012-12-05 16:15:00,1354745700,12.0,348.0
2012-12-05,2012-12-05 16:20:00,1354746000,12.0,348.5
2012-12-05,2012-12-05 16:25:00,1354746300,12.0,349.0
2012-12-05,2012-12-05 16:30:00,1354746600,11.0,351.0
2012-12-05,2012-12-05 16:35:00,1354746900,11.0,353.0
2012-12-05,2012-12-05 16:40:00,1354747200,11.0,355.0
2012-12-05,2012-12-05 16:45:00,1354747500,11.0,355.0
2012-12-05,2012-12-05 16:50:00,1354747800,11.0,355.0
2012-12-05,2012-12-05 16:55:00,1354748100,12.0,344.0
2012-12-05,2012-12-05 17:00:00,1354748400,12.0,343.0
2012-12-05,2012-12-05 17:05:00,1354748700,12.0,342.0
2012-12-05,2012-12-05 17:10:00,1354749000,12.0,348.0
2012-12-06,2012-12-06 06:25:00,1354796700,3.0,157.0
2012-12-06,2012-12-06 06:30:00,1354797000,3.0,157.0
2012-12-06,2012-12-06 06:35:00,1354797300,3.0,157.0
2012-12-06,2012-12-06 06:40:00,1354797600,3.0,158.0
2012-12-06,2012-12-06 06:45:00,1354797900,3.5,158.0
2012-12-06,2012-12-06 06:50:00,1354798200,4.0,158.0
2012-12-06,2012-12-06 06:55:00,1354798500,3.5,157.5
2012-12-06,2012-12-06 07:00:00,1354798800,3.0,157.0
2012-12-06,2012-12-06 07:05:00,1354799100,3.0,157.0
2012-12-06,2012-12-06 07:10:00,1354799400,3.0,158.5
2012-12-06,2012-12-06 07:15:00,1354799700,3.0,160.0
2012-12-06,2012-12-06 07:20:00,1354800000,3.5,161.0
2012-12-06,2012-12-06 07:25:00,1354800300,4.0,162.0
2012-12-06,2012-12-06 07:30:00,1354800600,4.0,163.5
2012-12-06,2012-12-06 07:35:00,1354800900,4.0,165.0
2012-12-06,2012-12-06 07:40:00,1354801200,3.5,164.5
2012-12-06,2012-12-06 07:45:00,1354801500,3.0,164.0
2012-12-06,2012-12-06 07:50:00,1354801800,3.0,164.0
2012-12-06,2012-12-06 07:55:00,1354802100,3.0,164.0
2012-12-06,2012-12-06 08:00:00,1354802400,2.5,164.0
2012-12-06,2012-12-06 08:05:00,1354802700,2.0,164.0
2012-12-06,2012-12-06 08:10:00,1354803000,2.5,164.5
2012-12-06,2012-12-06 08:15:00,1354803300,3.0,165.0
2012-12-06,2012-12-06 08:20:00,1354803600,2.5,164.5
2012-12-06,2012-12-06 08:25:00,1354803900,2.0,164.0
2012-12-06,2012-12-06 08:30:00,1354804200,3.0,165.0
2012-12-06,2012-12-06 08:35:00,1354804500,2.0,165.0
2012-12-06,2012-12-06 08:40:00,1354804800,1.0,165.0
2012-12-06,2012-12-06 08:45:00,1354805100,2.0,165.0
2012-12-06,2012-12-06 08:50:00,1354805400,2.0,165.0
2012-12-06,2012-12-06 08:55:00,1354805700,2.0,165.0
2012-12-06,2012-12-06 09:00:00,1354806000,2.0,161.0
2012-12-06,2012-12-06 09:05:00,1354806300,1.5,161.0
2012-12-06,2012-12-06 09:10:00,1354806600,1.0,161.0
2012-12-06,2012-12-06 09:15:00,1354806900,1.0,161.0
2012-12-06,2012-12-06 09:20:00,1354807200,1.0,161.0
2012-12-06,2012-12-06 09:25:00,1354807500,2.0,24.0
2012-12-06,2012-12-06 09:30:00,1354807800,3.0,16.5
2012-12-06,2012-12-06 09:35:00,1354808100,4.0,9.0
2012-12-06,2012-12-06 09:40:00,1354808400,4.0,355.0
2012-12-06,2012-12-06 09:45:00,1354808700,4.0,355.0
2012-12-06,2012-12-06 09:50:00,1354809000,4.0,355.0
2012-12-06,2012-12-06 09:55:00,1354809300,4.5,357.5
2012-12-06,2012-12-06 10:00:00,1354809600,5.0,0.0
2012-12-06,2012-12-06 10:05:00,1354809900,5.0,349.0
2012-12-06,2012-12-06 10:10:00,1354810200,5.0,352.0
2012-12-06,2012-12-06 10:15:00,1354810500,5.0,355.0
2012-12-06,2012-12-06 10:20:00,1354810800,4.0,355.0
2012-12-06,2012-12-06 10:25:00,1354811100,3.0,0.0
2012-12-06,2012-12-06 10:30:00,1354811400,3.5,2.5
2012-12-06,2012-12-06 10:35:00,1354811700,4.0,5.0
2012-12-06,2012-12-06 10:40:00,1354812000,4.0,8.5
2012-12-06,2012-12-06 10:45:00,1354812300,4.0,12.0
2012-12-06,2012-12-06 10:50:00,1354812600,5.0,5.0
2012-12-06,2012-12-06 10:55:00,1354812900,5.5,9.5
2012-12-06,2012-12-06 11:00:00,1354813200,6.0,14.0
2012-12-06,2012-12-06 11:05:00,1354813500,6.0,20.0
2012-12-06,2012-12-06 11:10:00,1354813800,6.0,15.0
2012-12-06,2012-12-06 11:15:00,1354814100,6.0,10.0
2012-12-06,2012-12-06 11:20:00,1354814400,6.0,5.0
2012-12-06,2012-12-06 11:25:00,1354814700,6.0,2.5
2012-12-06,2012-12-06 11:30:00,1354815000,6.0,0.0
2012-12-06,2012-12-06 11:35:00,1354815300,7.0,10.0
2012-12-06,2012-12-06 11:40:00,1354815600,7.0,9.0
2012-12-06,2012-12-06 11:45:00,1354815900,7.5,2.0
2012-12-06,2012-12-06 11:50:00,1354816200,8.0,355.0
2012-12-06,2012-12-06 11:55:00,1354816500,8.0,355.0
2012-12-06,2012-12-06 12:00:00,1354816800,8.5,357.5
2012-12-06,2012-12-06 12:05:00,1354817100,9.0,0.0
2012-12-06,2012-12-06 12:10:00,1354817400,9.0,355.0
2012-12-06,2012-12-06 12:15:00,1354817700,9.5,0.0
2012-12-06,2012-12-06 12:20:00,1354818000,10.0,5.0
2012-12-06,2012-12-06 12:25:00,1354818300,10.0,355.0
2012-12-06,2012-12-06 12:30:00,1354818600,10.0,349.0
2012-12-06,2012-12-06 12:35:00,1354818900,10.0,355.0
2012-12-06,2012-12-06 12:40:00,1354819200,10.5,349.5
2012-12-06,2012-12-06 12:45:00,1354819500,11.0,344.0
2012-12-06,2012-12-06 12:50:00,1354819800,11.0,348.0
2012-12-06,2012-12-06 12:55:00,1354820100,12.0,348.0
2012-12-06,2012-12-06 13:00:00,1354820400,12.0,349.0
2012-12-06,2012-12-06 13:05:00,1354820700,11.5,348.5
2012-12-06,2012-12-06 13:10:00,1354821000,11.0,348.0
2012-12-06,2012-12-06 13:15:00,1354821300,11.0,351.5
2012-12-06,2012-12-06 13:20:00,1354821600,11.0,355.0
2012-12-06,2012-12-06 13:25:00,1354821900,11.0,351.5
2012-12-06,2012-12-06 13:30:00,1354822200,11.0,348.0
2012-12-06,2012-12-06 13:35:00,1354822500,11.5,346.0
2012-12-06,2012-12-06 13:40:00,1354822800,12.0,344.0
2012-12-06,2012-12-06 13:45:00,1354823100,12.0,342.0
2012-12-06,2012-12-06 13:50:00,1354823400,12.0,340.0
2012-12-06,2012-12-06 13:55:00,1354823700,12.0,351.0
2012-12-06,2012-12-06 14:00:00,1354824000,12.0,348.5
2012-12-06,2012-12-06 14:05:00,1354824300,12.0,346.0
2012-12-06,2012-12-06 14:10:00,1354824600,12.0,348.0
2012-12-06,2012-12-06 14:15:00,1354824900,12.0,350.0
2012-12-06,2012-12-06 14:20:00,1354825200,11.5,349.0
2012-12-06,2012-12-06 14:25:00,1354825500,11.0,348.0
2012-12-06,2012-12-06 14:30:00,1354825800,12.0,340.0
2012-12-06,2012-12-06 14:35:00,1354826100,12.5,334.5
2012-12-06,2012-12-06 14:40:00,1354826400,13.0,329.0
2012-12-06,2012-12-06 14:45:00,1354826700,13.5,329.5
2012-12-06,2012-12-06 14:50:00,1354827000,14.0,330.0
2012-12-06,2012-12-06 14:55:00,1354827300,14.0,339.0
2012-12-06,2012-12-06 15:00:00,1354827600,14.0,348.0
2012-12-06,2012-12-06 15:05:00,1354827900,14.0,350.0
2012-12-06,2012-12-06 15:10:00,1354828200,14.0,347.0
2012-12-06,2012-12-06 15:15:00,1354828500,14.5,346.5
2012-12-06,2012-12-06 15:20:00,1354828800,15.0,346.0
2012-12-06,2012-12-06 15:25:00,1354829100,14.5,345.5
2012-12-06,2012-12-06 15:30:00,1354829400,14.0,345.0
2012-12-06,2012-12-06 15:35:00,1354829700,14.0,346.5
2012-12-06,2012-12-06 15:40:00,1354830000,14.0,348.0
2012-12-06,2012-12-06 15:45:00,1354830300,14.5,351.5
2012-12-06,2012-12-06 15:50:00,1354830600,15.0,355.0
2012-12-06,2012-12-06 15:55:00,1354830900,14.0,355.0
2012-12-06,2012-12-06 16:00:00,1354831200,14.5,357.5
2012-12-06,2012-12-06 16:05:00,1354831500,15.0,0.0
2012-12-06,2012-12-06 16:10:00,1354831800,14.5,357.5
2012-12-06,2012-12-06 16:15:00,1354832100,14.0,355.0
2012-12-06,2012-12-06 16:20:00,1354832400,14.0,355.0
2012-12-06,2012-12-06 16:25:00,1354832700,14.0,0.0
2012-12-06,2012-12-06 16:30:00,1354833000,14.0,350.0
2012-12-06,2012-12-06 16:35:00,1354833300,14.5,355.0
2012-12-06,2012-12-06 16:40:00,1354833600,15.0,0.0
2012-12-06,2012-12-06 16:45:00,1354833900,15.0,350.0
2012-12-06,2012-12-06 16:50:00,1354834200,15.0,5.0
2012-12-06,2012-12-06 16:55:00,1354834500,14.0,0.0
2012-12-06,2012-12-06 17:00:00,1354834800,13.0,355.0
2012-12-06,2012-12-06 17:05:00,1354835100,14.0,355.0
2012-12-06,2012-12-06 17:10:00,1354835400,14.0,0.0
2012-12-07,2012-12-07 06:25:00,1354883100,3.0,102.0
2012-12-07,2012-12-07 06:30:00,1354883400,2.5,102.5
2012-12-07,2012-12-07 06:35:00,1354883700,2.0,103.0
2012-12-07,2012-12-07 06:40:00,1354884000,2.0,110.0
2012-12-07,2012-12-07 06:45:00,1354884300,2.0,108.0
2012-12-07,2012-12-07 06:50:00,1354884600,2.0,101.0
2012-12-07,2012-12-07 06:55:00,1354884900,2.0,94.0
2012-12-07,2012-12-07 07:00:00,1354885200,2.5,99.5
2012-12-07,2012-12-07 07:05:00,1354885500,3.0,105.0
2012-12-07,2012-12-07 07:10:00,1354885800,2.5,104.0
2012-12-07,2012-12-07 07:15:00,1354886100,2.0,103.0
2012-12-07,2012-12-07 07:20:00,1354886400,2.0,113.0
2012-12-07,2012-12-07 07:25:00,1354886700,2.0,123.00000002980232
2012-12-07,2012-12-07 07:30:00,1354887000,2.0,67.99999998509884
2012-12-07,2012-12-07 07:35:00,1354887300,3.0,91.0
2012-12-07,2012-12-07 07:40:00,1354887600,3.5,93.5
2012-12-07,2012-12-07 07:45:00,1354887900,4.0,96.0
2012-12-07,2012-12-07 07:50:00,1354888200,3.5,94.5
2012-12-07,2012-12-07 07:55:00,1354888500,3.0,93.0
2012-12-07,2012-12-07 08:00:00,1354888800,2.5,102.5
2012-12-07,2012-12-07 08:05:00,1354889100,2.0,112.0
2012-12-07,2012-12-07 08:10:00,1354889400,2.5,105.0
2012-12-07,2012-12-07 08:15:00,1354889700,3.0,98.0
2012-12-07,2012-12-07 08:20:00,1354890000,3.5,104.0
2012-12-07,2012-12-07 08:25:00,1354890300,4.0,110.0
2012-12-07,2012-12-07 08:30:00,1354890600,4.0,107.0
2012-12-07,2012-12-07 08:35:00,1354890900,4.0,120.0
2012-12-07,2012-12-07 08:40:00,1354891200,4.0,94.0
2012-12-07,2012-12-07 08:45:00,1354891500,4.0,104.0
2012-12-07,2012-12-07 08:50:00,1354891800,4.0,114.0
2012-12-07,2012-12-07 08:55:00,1354892100,3.0,118.0
2012-12-07,2012-12-07 09:00:00,1354892400,4.0,104.0
2012-12-07,2012-12-07 09:05:00,1354892700,5.0,90.0
2012-12-07,2012-12-07 09:10:00,1354893000,4.0,90.0
2012-12-07,2012-12-07 09:15:00,1354893300,3.5,96.0
2012-12-07,2012-12-07 09:20:00,1354893600,3.0,102.0
2012-12-07,2012-12-07 09:25:00,1354893900,3.0,92.0
2012-12-07,2012-12-07 09:30:00,1354894200,4.0,142.0
2012-12-07,2012-12-07 09:35:00,1354894500,5.0,118.0
2012-12-07,2012-12-07 09:40:00,1354894800,6.0,126.0
2012-12-07,2012-12-07 09:45:00,1354895100,6.0,125.5
2012-12-07,2012-12-07 09:50:00,1354895400,6.0,125.0
2012-12-07,2012-12-07 09:55:00,1354895700,7.0,117.0
2012-12-07,2012-12-07 10:00:00,1354896000,7.0,137.0
2012-12-07,2012-12-07 10:05:00,1354896300,8.0,101.0
2012-12-07,2012-12-07 10:10:00,1354896600,7.0,34.0
2012-12-07,2012-12-07 10:15:00,1354896900,7.0,86.0
2012-12-07,2012-12-07 10:20:00,1354897200,7.0,138.0
2012-12-07,2012-12-07 10:25:00,1354897500,7.0,102.0
