"Time","Time.1","TemperatureF","DewpointF","PressureIn","WindDirection","WindDirectionDegrees","WindSpeedMPH","WindSpeedGustMPH","Humidity","HourlyPrecipIn","Conditions","Clouds","dailyrainin","SolarRadiationWatts_m_2","SoftwareType","DateUTC"
2016-03-12 18:00:00,"2016-03-12 18:00:00",74.4,71.3,29.91,"ENE",68,13,-999,90,0,NA,NA,0.05,15,"Wunderground v.1.15","2016-03-13 00:00:00"
2016-03-12 18:30:00,"2016-03-12 18:30:00",74.1,71,29.92,"East",90,9,-999,90,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 00:30:00"
2016-03-12 19:00:00,"2016-03-12 19:00:00",73.8,70.7,29.93,"East",90,3,-999,90,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 01:00:00"
2016-03-12 19:30:00,"2016-03-12 19:30:00",73.5,70.4,29.95,"East",90,3,-999,90,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 01:30:00"
2016-03-12 20:00:00,"2016-03-12 20:00:00",73.2,70.4,29.96,"East",90,4,-999,91,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 02:00:00"
2016-03-12 20:30:00,"2016-03-12 20:30:00",73,70.5,29.96,"East",90,2,-999,92,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 02:30:00"
2016-03-12 21:00:00,"2016-03-12 21:00:00",73,70.5,29.96,"ESE",113,1,-999,92,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 03:00:00"
2016-03-12 21:30:00,"2016-03-12 21:30:00",73,70.9,29.96,"SE",135,5,-999,93,0,NA,NA,0.05,0,"Wunderground v.1.15","2016-03-13 03:30:00"
