"Time","Time.1","TemperatureF","DewpointF","PressureIn","WindDirection","WindDirectionDegrees","WindSpeedMPH","WindSpeedGustMPH","Humidity","HourlyPrecipIn","Conditions","Clouds","dailyrainin","SolarRadiationWatts_m_2","SoftwareType","DateUTC"
2016-11-05 18:03:00,"2016-11-05 18:03:00",79.6,72.1,30.02,"NE",49,16,18,78,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 00:03:00"
2016-11-05 18:32:00,"2016-11-05 18:32:00",79.5,71.7,30.03,"NE",55,16,20,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 00:32:00"
2016-11-05 19:07:00,"2016-11-05 19:07:00",79.5,71.7,30.05,"NE",54,16,16,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 01:07:00"
2016-11-05 19:27:00,"2016-11-05 19:27:00",79.4,71.6,30.05,"ENE",61,15,17,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 01:27:00"
2016-11-05 20:02:00,"2016-11-05 20:02:00",79.5,71.7,30.06,"ENE",57,16,16,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 02:02:00"
2016-11-05 20:32:00,"2016-11-05 20:32:00",79.5,71.7,30.07,"ENE",59,14,16,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 02:32:00"
2016-11-05 21:03:00,"2016-11-05 21:03:00",79.3,71.5,30.07,"ENE",60,14,15,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 03:03:00"
2016-11-05 21:32:00,"2016-11-05 21:32:00",79.2,71.4,30.07,"ENE",78,13,13,77,0,NA,NA,0.02,0,"Wunderground v.1.15","2016-11-06 03:32:00"
