"Time","Time.1","TemperatureF","DewpointF","PressureIn","WindDirection","WindDirectionDegrees","WindSpeedMPH","WindSpeedGustMPH","Humidity","HourlyPrecipIn","Conditions","Clouds","dailyrainin","SolarRadiationWatts_m_2","SoftwareType","DateUTC"
2016-04-18 20:35:00,"2016-04-18 20:35:00",81,76.1,29.95,"ENE",65,21,25,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 01:35:00"
2016-04-18 20:45:00,"2016-04-18 20:45:00",81,76.1,29.95,"East",84,22,22,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 01:45:00"
2016-04-18 20:50:00,"2016-04-18 20:50:00",80.9,76,29.95,"ENE",65,21,23,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 01:50:00"
2016-04-18 20:55:00,"2016-04-18 20:55:00",80.9,76,29.96,"NE",54,20,23,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 01:55:00"
2016-04-18 21:00:00,"2016-04-18 21:00:00",80.8,75.9,29.96,"ENE",70,20,24,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:00:00"
2016-04-18 21:10:00,"2016-04-18 21:10:00",80.9,76,29.97,"ENE",73,18,18,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:10:00"
2016-04-18 21:20:00,"2016-04-18 21:20:00",80.8,75.9,29.97,"East",83,18,20,85,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:20:00"
2016-04-18 21:25:00,"2016-04-18 21:25:00",80.9,76.3,29.97,"ENE",71,16,20,86,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:25:00"
2016-04-18 21:35:00,"2016-04-18 21:35:00",80.1,74.1,29.97,"East",98,9,13,82,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:35:00"
2016-04-18 21:45:00,"2016-04-18 21:45:00",80.8,72.9,29.98,"East",95,6,11,77,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:45:00"
2016-04-18 21:55:00,"2016-04-18 21:55:00",81,72.7,29.99,"East",88,6,6,76,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 02:55:00"
2016-04-18 22:00:00,"2016-04-18 22:00:00",81.1,72.4,29.99,"ENE",64,6,6,75,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:00:00"
2016-04-18 22:05:00,"2016-04-18 22:05:00",81.2,72.1,29.99,"East",92,7,7,74,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:05:00"
2016-04-18 22:15:00,"2016-04-18 22:15:00",81.2,71.7,29.99,"East",91,8,12,73,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:15:00"
2016-04-18 22:20:00,"2016-04-18 22:20:00",81.2,71.7,29.99,"East",101,8,13,73,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:20:00"
2016-04-18 22:30:00,"2016-04-18 22:30:00",81.1,71.6,30,"NE",43,6,6,73,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:30:00"
2016-04-18 22:35:00,"2016-04-18 22:35:00",81.2,71.7,29.99,"East",97,7,7,73,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:35:00"
2016-04-18 22:45:00,"2016-04-18 22:45:00",81.1,71.6,30,"ESE",121,6,7,73,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:45:00"
2016-04-18 22:50:00,"2016-04-18 22:50:00",80.9,71.4,30,"ESE",107,6,6,73,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 03:50:00"
2016-04-18 23:05:00,"2016-04-18 23:05:00",80.5,71.4,29.99,"SSE",154,4,4,74,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:05:00"
2016-04-18 23:10:00,"2016-04-18 23:10:00",80.5,71.4,29.99,"ENE",61,5,10,74,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:10:00"
2016-04-18 23:20:00,"2016-04-18 23:20:00",80.5,71.4,29.99,"East",98,6,6,74,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:20:00"
2016-04-18 23:30:00,"2016-04-18 23:30:00",80.2,71.6,29.99,"East",94,5,5,75,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:30:00"
2016-04-18 23:35:00,"2016-04-18 23:35:00",80,71.4,29.99,"SE",126,5,5,75,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:35:00"
2016-04-18 23:45:00,"2016-04-18 23:45:00",80.1,71.5,29.99,"ESE",120,7,9,75,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:45:00"
2016-04-18 23:50:00,"2016-04-18 23:50:00",79.9,71.3,29.99,"ESE",111,6,6,75,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:50:00"
2016-04-18 23:55:00,"2016-04-18 23:55:00",79.8,71.2,30,"SE",128,5,8,75,0,NA,NA,0,0,"Wunderground v.1.15","2016-04-19 04:55:00"
